300	65	122
1	1	0	98	94	3	B
2	1	1	87	75	4	C
3	1	1	88	81	2	D
4	1	1	92	81	4	B
5	1	1	80	97	4	C
6	1	2	67	72	3	D
7	2	2	86	77	1	B
8	1	2	71	97	4	C
9	1	2	93	81	1	D
10	1	2	74	71	3	B
11	1	2	91	97	2	C
12	1	3	91	77	4	D
13	1	4	71	87	1	B
14	1	4	72	71	3	C
15	1	4	88	98	1	D
16	1	4	67	100	2	B
17	1	4	93	86	3	C
18	1	5	84	82	1	D
19	1	5	87	86	2	A
20	2	5	88	83	2	B
21	1	5	72	98	3	C
22	1	6	87	95	3	D
23	1	6	98	86	4	A
24	1	6	75	91	3	B
25	1	6	84	87	4	C
26	2	6	74	79	1	D
27	1	6	91	78	1	A
28	1	7	98	75	1	B
29	2	7	83	89	2	C
30	1	7	71	82	1	D
31	2	7	74	94	4	B
32	1	7	83	100	2	C
33	1	8	73	93	2	D
34	1	8	98	98	1	A
35	1	9	69	93	3	B
36	1	9	72	71	4	C
37	1	9	84	88	1	D
38	1	9	94	88	4	B
39	1	9	100	74	2	C
40	1	9	75	90	3	D
41	1	9	84	80	1	B
42	2	9	71	85	4	C
43	2	9	73	100	4	D
44	1	10	75	73	3	A
45	1	10	84	85	2	B
46	1	10	85	99	2	C
47	1	10	95	98	4	D
48	1	10	87	85	3	B
49	1	11	96	95	3	C
50	1	11	76	86	2	D
51	1	11	86	73	2	B
52	1	11	79	82	3	C
53	1	12	88	95	3	D
54	1	12	81	72	4	A
55	1	12	73	88	3	B
56	2	12	91	72	4	C
57	1	12	100	86	3	D
58	1	13	99	73	4	B
59	1	13	99	85	3	C
60	1	13	86	92	2	D
61	2	13	99	92	4	B
62	1	16	71	89	2	C
63	2	16	70	85	2	D
64	1	16	81	90	2	A
65	1	16	93	77	2	B
66	1	17	90	82	1	C
67	1	17	82	92	1	D
68	1	17	85	82	1	B
69	1	18	91	72	3	C
70	2	18	74	87	4	D
71	1	18	75	74	1	B
72	1	18	77	98	3	C
73	1	19	77	73	4	D
74	1	19	77	86	1	A
75	1	19	95	72	4	B
76	1	20	98	89	4	C
77	2	20	89	87	3	D
78	2	20	74	88	2	B
79	1	20	82	82	3	C
80	1	21	86	85	1	D
81	1	21	98	91	4	B
82	1	22	84	80	2	C
83	1	22	73	84	4	D
84	1	22	67	80	2	B
85	2	22	77	73	1	C
86	1	23	98	82	1	D
87	1	23	69	71	1	B
88	1	23	94	78	2	C
89	2	24	99	83	4	D
90	1	25	99	73	2	B
91	1	25	76	99	4	C
92	2	25	96	75	2	D
93	1	26	81	90	2	B
94	1	26	75	88	4	C
95	2	26	91	99	4	D
96	1	26	70	97	3	B
97	1	26	84	79	2	C
98	1	27	86	75	2	D
99	1	27	66	71	4	B
100	1	27	90	72	2	C
101	1	27	89	72	2	D
102	1	28	84	99	4	B
103	2	28	70	84	3	C
104	1	28	84	82	1	D
105	1	28	82	91	2	B
106	1	28	94	88	3	C
107	1	28	94	99	3	D
108	1	28	79	73	4	A
109	1	28	94	89	3	B
