300	53	105
1	1	0	66	83	2	B
2	1	0	77	80	1	C
3	1	1	92	95	3	D
4	1	1	70	91	3	A
5	2	1	95	92	4	B
6	1	1	97	86	3	C
7	1	2	94	87	2	D
8	1	2	89	84	1	B
9	2	2	86	75	1	C
10	1	3	92	83	1	D
11	1	3	73	81	1	B
12	2	3	81	85	4	C
13	1	3	89	97	4	D
14	1	3	69	90	4	B
15	1	4	71	81	4	C
16	1	4	80	91	2	D
17	1	4	72	73	3	A
18	1	4	93	82	3	B
19	1	5	79	73	4	C
20	1	5	71	81	1	D
21	2	5	82	80	1	B
22	1	5	78	71	4	C
23	2	6	68	93	4	D
24	1	6	75	92	1	A
25	2	6	67	86	3	B
26	1	6	79	100	3	C
27	1	7	71	96	3	D
28	1	7	96	81	1	B
29	1	7	79	80	2	C
30	2	8	87	87	4	D
31	1	8	88	92	2	B
32	1	8	79	86	1	C
33	1	8	99	83	3	D
34	1	8	93	77	4	A
35	1	9	93	77	2	B
36	1	9	90	96	2	C
37	2	9	87	89	2	D
38	1	9	81	98	4	A
39	1	9	72	83	1	B
40	2	9	88	73	1	C
41	1	10	97	75	4	D
42	1	10	88	75	1	B
43	1	10	76	74	3	C
44	1	10	94	72	1	D
45	1	10	70	72	4	B
46	2	11	82	93	3	C
47	1	11	73	95	1	D
48	1	11	72	84	3	B
49	1	11	87	92	4	C
50	2	11	76	98	3	D
51	1	12	74	95	1	B
52	1	13	75	90	3	C
53	1	13	84	91	1	D
54	1	13	77	79	2	A
55	1	13	90	92	4	B
56	1	14	91	92	4	C
57	2	14	81	83	3	D
58	1	14	75	74	4	B
59	1	14	67	75	4	C
60	1	14	81	79	4	D
61	1	15	69	87	1	B
62	1	15	86	72	1	C
63	1	15	72	81	4	D
64	1	15	70	92	1	A
65	1	16	70	89	1	B
66	1	16	98	97	3	C
67	1	16	67	77	2	D
68	2	17	71	77	4	A
69	1	17	88	71	3	B
70	1	17	78	83	4	C
71	1	17	85	86	4	D
72	1	18	80	98	4	B
73	1	18	81	83	4	C
74	2	18	90	89	2	D
75	1	18	76	85	1	A
76	1	19	85	85	1	B
77	2	19	82	88	4	C
78	1	19	68	74	4	D
79	1	19	84	71	2	B
80	1	19	87	85	1	C
81	2	19	70	76	3	D
82	1	19	100	91	2	A
83	1	20	68	80	3	B
84	1	20	76	84	2	C
85	1	20	95	95	4	D
86	1	20	84	90	4	B
87	1	21	88	82	3	C
88	1	21	70	90	2	D
89	1	21	96	92	3	A
90	1	21	91	86	3	B
91	1	21	81	71	1	C
92	2	21	80	72	3	D
93	1	21	68	77	1	B
94	1	21	66	95	4	C
95	1	21	91	87	3	D
96	2	22	80	74	3	B
97	2	22	97	74	1	C
98	2	22	96	76	1	D
99	1	22	99	71	4	A
100	1	22	96	91	3	B
101	1	22	84	83	2	C
102	2	22	92	100	1	D
103	1	23	100	86	1	B
104	1	23	74	78	2	C
105	1	23	69	91	2	D
106	1	23	81	79	4	A
107	1	23	81	80	3	B
108	1	23	91	79	4	C
109	1	23	97	84	1	D
110	1	24	73	74	3	A
111	1	24	89	83	1	B
112	2	25	70	92	4	C
113	1	25	76	78	3	D
114	1	25	95	84	1	B
115	1	25	84	73	3	C
116	1	25	91	96	3	D
117	1	25	87	79	2	A
118	1	26	83	100	2	B
119	1	26	75	84	1	C
120	1	26	72	89	2	D
121	1	26	90	76	3	B
122	2	27	78	96	2	C
123	1	27	93	90	2	D
124	1	27	79	99	2	B
125	1	27	89	79	2	C
126	1	27	79	74	2	D
127	2	27	99	81	3	A
128	1	28	71	99	1	B
129	1	28	69	91	3	C
130	1	28	77	90	2	D
131	1	28	99	71	1	B
132	1	28	93	90	4	C
133	1	28	87	75	4	D
134	1	28	74	74	3	B
135	1	28	96	91	2	C
136	1	29	73	95	3	D
137	1	29	87	99	1	B
138	1	29	69	96	3	C
139	1	29	94	99	2	D
140	1	29	80	92	4	B
141	1	29	81	76	3	C
142	1	30	75	92	1	D
143	2	30	88	83	4	B
144	1	30	93	77	4	C
145	1	31	82	84	4	D
146	1	32	89	86	3	B
147	1	32	70	81	2	C
148	2	32	80	95	2	D
149	1	32	92	100	2	B
150	2	32	93	72	4	C
151	1	33	90	79	3	D
152	2	33	90	99	1	A
153	1	33	80	93	2	B
154	1	33	92	81	3	C
155	1	34	75	74	3	D
156	1	34	100	92	4	B
157	1	35	79	97	2	C
158	2	35	88	76	1	D
159	1	35	98	93	4	A
160	1	36	76	92	4	B
161	1	36	77	98	2	C
162	1	36	79	85	3	D
163	2	36	77	73	4	B
164	1	36	69	80	2	C
165	1	37	94	98	4	D
166	1	37	99	91	4	B
167	1	37	82	90	1	C
168	1	37	78	83	2	D
169	1	38	87	89	3	B
170	1	38	97	77	4	C
171	1	38	68	90	4	D
172	1	38	91	88	4	B
173	1	39	73	75	1	C
174	1	39	87	77	1	D
175	2	39	88	97	1	B
176	1	39	93	99	4	C
177	1	39	75	84	3	D
178	1	39	99	87	4	A
179	2	39	71	77	3	B
180	1	40	90	96	3	C
181	1	41	100	100	4	D
182	1	41	83	81	3	B
183	2	41	98	81	3	C
184	2	41	71	72	3	D
185	1	41	70	82	4	B
186	1	41	77	96	2	C
187	1	41	100	87	1	D
188	1	41	78	85	3	B
189	1	41	94	84	4	C
190	1	42	82	98	4	D
191	1	42	75	77	3	B
192	2	43	71	96	4	C
193	1	43	99	79	3	D
194	1	43	99	77	3	B
195	1	43	81	93	4	C
196	1	43	87	83	3	D
197	1	44	71	80	3	B
198	2	44	93	100	2	C
199	1	44	94	71	4	D
200	1	44	71	97	1	B
201	1	44	70	91	4	C
202	2	45	77	86	2	D
203	2	45	87	75	3	B
204	1	45	97	98	3	C
205	1	45	95	84	4	D
206	1	45	77	87	3	A
207	1	46	84	81	3	B
208	1	46	78	89	1	C
209	1	46	93	100	4	D
210	1	47	81	90	1	B
211	1	47	76	78	1	C
212	1	47	73	97	1	D
213	2	47	98	81	1	B
214	1	47	95	95	2	C
215	1	48	99	91	2	D
216	1	49	92	87	4	B
217	1	49	98	79	3	C
218	1	49	77	94	1	D
219	1	49	84	97	2	A
220	1	50	97	71	1	B
221	2	50	100	88	2	C
222	1	50	79	84	4	D
223	1	51	87	97	2	B
224	1	51	81	78	1	C
225	1	51	85	71	2	D
226	1	51	76	80	2	B
227	2	51	82	79	3	C
228	1	51	85	84	1	D
229	1	51	68	75	4	A
230	1	52	89	88	4	B
231	2	52	77	71	2	C
232	2	52	90	75	2	D
233	1	53	76	82	1	A
234	1	53	75	73	1	B
235	1	54	86	75	1	C
236	1	54	86	76	2	D
237	1	54	83	84	3	A
238	1	55	72	92	3	B
239	1	55	97	73	1	C
240	1	55	82	79	3	D
241	1	55	88	74	2	B
242	1	55	94	81	1	C
243	1	55	75	94	2	D
244	1	56	79	93	1	B
245	1	57	85	72	1	C
246	1	57	67	92	2	D
247	1	57	98	79	4	A
248	1	58	84	92	3	B
249	1	58	89	94	1	C
250	2	59	67	84	2	D
251	1	59	79	74	4	B
252	1	59	79	80	3	C
253	1	59	74	88	1	D
254	1	59	70	85	3	B
255	2	59	90	74	2	C
256	1	59	85	84	2	D
257	1	60	85	72	2	B
258	1	60	87	98	1	C
259	1	60	97	74	4	D
260	1	61	67	79	2	B
261	1	61	72	92	4	C
262	1	61	74	97	3	D
263	1	61	98	84	3	B
264	1	61	85	72	2	C
265	1	61	71	100	2	D
266	1	61	88	95	2	B
267	1	61	82	97	4	C
268	1	62	67	100	1	D
269	1	62	83	86	3	A
270	1	63	93	97	2	B
271	1	63	93	71	1	C
272	1	63	89	85	2	D
273	1	63	74	93	2	A
274	2	63	74	71	4	B
275	1	63	93	77	1	C
276	2	63	66	93	3	D
277	1	63	66	75	3	B
278	1	63	77	91	1	C
279	2	64	80	81	2	D
280	1	64	99	92	2	B
281	1	64	89	86	2	C
282	1	65	93	76	1	D
283	1	65	74	75	1	B
284	1	65	68	99	1	C
285	1	65	70	72	4	D
286	1	65	72	88	4	B
287	1	65	69	98	4	C
288	1	66	87	90	1	D
289	1	66	68	81	3	B
290	2	67	75	85	3	C
291	1	68	84	96	3	D
292	2	68	89	92	4	B
293	1	68	70	96	3	C
294	1	68	82	77	2	D
295	1	68	78	85	3	B
296	1	68	70	82	4	C
297	2	68	79	84	2	D
298	1	69	95	86	4	B
299	1	69	67	73	2	C
300	1	69	85	79	3	D
-1
